Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Boundary Wall,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Corner,Day Care Centre,Dining Room,Disputed,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 47233429,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_1_kanal_designer_house_for_sale-47233429-11973-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C Houses,604.44,5.0,6.0,110000000.0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,1.0
Flat 47223870,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_2100_square_feet_flat_in_bahria_enclave_-_sector_f_best_option-47223870-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,3.0,4.0,23500000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 46950196,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_sector_c3_9_marla_brand_new_house_back_open_margalla_facing_elevated_location_and_solid_land_available_for_sale-46950196-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,271.98,5.0,6.0,39000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
House 46338970,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_brand_new_house_available_for_sale-46338970-11977-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector M Houses,302.2,5.0,5.0,39000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Flat 47223941,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_buying_a_flat_in_bahria_enclave_-_sector_f-47223941-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,262.914,3.0,4.0,23500000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 45769460,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_18_marla_house_available_for_sale-45769460-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,543.96,4.0,5.0,62500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
Flat 45595473,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_ideal_1960_square_feet_flat_has_landed_on_market_in_bahria_enclave_-_sector_f_islamabad-45595473-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,262.914,3.0,3.0,23500000.0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0
Flat 47260980,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_want_to_buy_a_flat_in_islamabad-47260980-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,169.23199999999997,2.0,2.0,15000000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Flat 45528290,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_1_bed_boulevard_view_apartment-45528290-11983-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector H Flats,72.52799999999999,1.0,1.0,6200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Flat 47223846,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_flat_for_sale_in_islamabad-47223846-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,3.0,4.0,23500000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 40928380,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_beautiful_location_furnished_house_available_with_basement_for_sale_in_very_reasonable_demand-40928380-11970-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector A Houses,302.2,6.0,7.0,46900000.00000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46623414,https://www.zameen.com/Property/bahria_town_bahria_enclave_10_marla_double_unit_house_available_for_sale_in_sector_c_bahria_enclave_heighted_location-46623414-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,4.0,6.0,47500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
House 47325638,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_house_for_sale_location_sector_h_bahria_enclave_islamabad-47325638-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,151.1,0.0,0.0,24000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
House 46951264,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_park_facing_grey_structure_available_for_sale_boulevard_category_with_back_view_open-46951264-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,151.1,3.0,5.0,17500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Flat 46950843,https://www.zameen.com/Property/bahria_town_bahria_enclave_royal_mall_and_residency_2_bed_apartment_1450_square_feet_on_4th_floor_sun_facing_available_for_sale_prime_location-46950843-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,193.408,2.0,3.0,17000000.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0
Flat 46987217,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_buy_489_2_square_feet_flat_at_highly_affordable_price-46987217-13813-1.html,Islamabad Flats > Bahria Town Flats > Bahria Oriental Garden Flats,66.48400000000001,0.0,1.0,5036000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47148939,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_2_marla_brand_new_house_for_sale_located_bahria_enclave_islamabad-47148939-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,157.144,0.0,0.0,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Flat 46594430,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_bed_apartment_available_in_bahria_enclave_2_islamabad-46594430-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,87.63799999999999,1.0,1.0,10400000.0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
House 47353407,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_luxury_house_prime_location-47353407-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,604.44,7.0,6.0,87500000.0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0
House 47261306,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_sector_c3_10_marla_brand_new_house_for_sale-47261306-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,302.2,5.0,5.0,48500000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0
House 47159825,https://www.zameen.com/Property/bahria_garden_city_zone_4_bahria_garden_city_east_buying_a_house_in_bahria_garden_city_east_islamabad-47159825-16281-1.html,Islamabad Houses > Bahria Town Houses > Bahria Garden City Houses > Bahria Garden City - Zone 4 Houses > Bahria Garden City East Houses,1087.9920000000002,0.0,0.0,120000000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Penthouse 47130713,https://www.zameen.com/Property/bahria_town_bahria_enclave_the_grande_business_centre-47130713-1705-1.html,Islamabad Penthouse > Bahria Town Penthouse > Bahria Enclave Penthouse,241.76,0.0,0.0,29000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 45253475,https://www.zameen.com/Property/bahria_enclave_akas_mall_residencia_flat_for_sale_in_islamabad-45253475-11729-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Akas Mall & Residencia Flats,262.914,3.0,3.0,19500000.0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
House 46675806,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_house_for_sale-46675806-11975-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector N Houses,151.1,3.0,4.0,26000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47282563,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_1250_square_feet_flat_in_only_rs_15000000-47282563-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,169.23199999999997,2.0,2.0,15000000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Flat 47175515,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_3_bed_gold_category_apartment_available_for_sale_park_face_1695_sq_ft-47175515-11982-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector I Flats,226.65,3.0,3.0,15000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,16.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
House 47295628,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_brand_new_10_marla_luxurious_house_at_prime_location_available_for_sale-47295628-11987-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C1 Houses,302.2,5.0,6.0,48500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Flat 45556117,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_1_bed_apartment_80_work_one_year_instalments_for_sale_one_bed_flat_for_sale_one_bed_flat_for_sale_in_bahria_enclave_one_bed_flat_for_sale_in_islamabad-45556117-11984-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector G Flats,48.352,1.0,1.0,5500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0
Flat 47100401,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_bahria_oriental_garden_1_bed_apartment_available_on_installments-47100401-13813-1.html,Islamabad Flats > Bahria Town Flats > Bahria Oriental Garden Flats,81.59400000000001,0.0,2.0,11100000.000000002,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,6.0,1.0,1.0
Flat 47223901,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_change_your_address_to_bahria_enclave_-_sector_f_islamabad_for_a_reasonable_price_of_rs_15000000-47223901-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,169.23199999999997,2.0,2.0,15000000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 47013386,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_brand_new_a_plus_construction_house_is_available_for_sale-47013386-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,151.1,3.0,3.0,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47223839,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_a_2100_square_feet_flat_located_in_bahria_enclave_-_sector_f_is_available_for_sale-47223839-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,3.0,4.0,23500000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 46592441,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_stunning_1800_square_feet_house_in_bahria_enclave_-_sector_h_available-46592441-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,241.76,4.0,0.0,27500000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2023.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0
Flat 46387784,https://www.zameen.com/Property/bahria_enclave_sector_h_ataas_heights_ii_1227_sq_ft_three_bed_available_for_sale_in_ataas_heights_2_bahria_enclave-46387784-18696-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector H Flats > Ataas Heights II Flats,166.20999999999998,3.0,3.0,14700000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Flat 47089117,https://www.zameen.com/Property/bahria_town_bahria_enclave_flat_for_sale_in_beautiful_bahria_enclave-47089117-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,169.23199999999997,2.0,0.0,16299999.999999998,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 45870697,https://www.zameen.com/Property/bahria_town_bahria_oriental_garden_centrally_located_flat_in_bahria_oriental_garden_is_available_for_sale-45870697-13813-1.html,Islamabad Flats > Bahria Town Flats > Bahria Oriental Garden Flats,48.352,1.0,1.0,5460000.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46125632,https://www.zameen.com/Property/bahria_town_bahria_enclave_madina_residency_islamabad_luxurious_2_3_bedroom_apartments-46125632-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,132.96800000000002,2.0,2.0,13300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47175691,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_bahria_enclave_3_bed_gold_category_apartment_available_for_sale-47175691-11982-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector I Flats,226.65,3.0,3.0,14700000.0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2023.0,1.0,16.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0
Flat 47160786,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_bahria_enclave_islamabad_sector_i_the_galleria_three_bed_diamond_outer_face_appartment_for_sale-47160786-11982-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector I Flats,329.398,3.0,4.0,22500000.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,2022.0,1.0,16.0,0.0,0.0,9.0,1.0,2.0,1.0,0.0
House 47226049,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_a_gorgeous_10_marla_brand_new_double_unit_house_with_original_picture_for_sale_in_bahria_enclave_islamabad-47226049-11987-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C1 Houses,302.2,5.0,6.0,51500000.0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
Flat 47249056,https://www.zameen.com/Property/bahria_town_bahria_enclave_ideal_flat_for_sale_in_akas_mall_residencia-47249056-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,193.408,2.0,2.0,14500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Flat 46929219,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_2_bed_apartment_on_3_years_installments_in_bahria_enclave-46929219-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,151.1,2.0,2.0,14000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47282526,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_perfect_1250_square_feet_flat_in_bahria_enclave_-_sector_f_for_sale-47282526-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,169.23199999999997,2.0,2.0,15000000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
House 47271939,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_brand_new_house_3_side_open_view-47271939-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,604.44,5.0,6.0,125000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
