Identity,Link,Location,Area,Price,Balloted,Boundary Wall,Broadband Internet Access,Community Centre,Community Gym,Community Swimming Pool,Corner,Disputed,Electricity,File,Kids Play Area,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Satellite or Cable TV Ready,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Residential Plot 46903692,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_residential_plot_is_available_for_sale_at_very_prime_location_in_jinnah_block_sector_e_bahria_town_lahore-46903692-1804-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Block Residential Plots,151.1,7300000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0
Residential Plot 46740930,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghazi_block_10_marla_plot_good_location_for_sale_in_bahria_twon_lahore-46740930-12757-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghazi Block Residential Plots,302.2,9500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47152082,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_1_kanal_plot_for_sale_in_ghaznavi_extension_block_sector_f_bahria_town-47152082-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,604.44,20500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47284349,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_5_marla_plot_for_sale_in_sector_f_tauheed_block_bahria_town_lahore-47284349-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,151.1,5200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47256738,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_buy_a_10_marla_residential_plot_for_sale_in_bahria_town_-_tauheed_block-47256738-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,302.2,15000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47194537,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_10_marla_plot_avaliable_for_sale_in_iqbal_block-47194537-1805-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Iqbal Block Residential Plots,302.2,14500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47111981,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_extension_10_marla_corner_plot_for_sale_in_alamgir_extension_bahria_town_lahore-47111981-18778-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Alamgir Block Extension Residential Plots,302.2,11000000.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1.0
Residential Plot 47249404,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_1_kanal_plot_good_location_for_sale_in_bahria_town_lahore-47249404-1791-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Block Residential Plots,604.44,22500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47236975,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_prime_location_best_investment_5_marla_plot_available_for_sale_in_jinnah_block-47236975-1804-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Block Residential Plots,151.1,8000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0
Residential Plot 47104264,https://www.zameen.com/Property/bahria_town_bahria_town_-_overseas_enclave_10_marla_plot_for_sale_in_bahria_town_lahore_overseas_a-47104264-1811-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots,302.2,17800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 46798817,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_bahria_golf_phase_1_hottest_deal_of_the_town_facing_ring_road_8_marla_commercial_plots_best_for_builders-46798817-1802-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector E Commercial Plots,241.76,35000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1.0
Residential Plot 47318634,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_5_marla_residential_plot_for_sale_in_sector_f_ghaznavi_extension_bahria_town_lahore-47318634-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,151.1,6500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0.0
Residential Plot 46917378,https://www.zameen.com/Property/bahria_town_sector_a_bahria_town_-_canal_view_residency_cvr_plot_open_form_no_transfer_fee_golden_opportunity-46917378-1770-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector A Residential Plots > Bahria Town - Canal View Residency Residential Plots,2175.9840000000004,91500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47238016,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_5_marla_possession_utility_paid_plot_for_sale_in_ghaznavi_ext_block_bahria_town-47238016-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,151.1,7200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47085334,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_corner_park_facing_5_marla_plots_for_sale_on_installments_in_bahria_town_lahore-47085334-3097-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots,151.1,8500000.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1.0
Residential Plot 46724756,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_shaheen_block_imc_real_estate_offering_10_marla_builder_location_plot_paid_for_sale_in_shaheen_block_bahria_town_lahore-46724756-1775-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector B Residential Plots > Bahria Town - Shaheen Block Residential Plots,302.2,18000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 46981071,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_1_kanal_direct_owner_plot_near_park_prime_location_for_sale-46981071-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,23500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47020951,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_10_marla_residential_plot_is_available_for_sale_in_ideal_location-47020951-1809-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Johar Block Residential Plots,302.2,15500000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1.0
Commercial Plot 46870243,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_imc_real_estate_offering_2_marla_builder_location_main_bulevard_commercial_plot_for_sale_in_aa_block_sector_d_bahria_town_lahore-46870243-1797-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector D Commercial Plots > Bahria Town - Block AA Commercial Plots,60.44,12500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 47084152,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_ali_block_8_marla_plot_in_ali_block_bahria_town_lahore-47084152-1779-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector B Residential Plots > Bahria Town - Ali Block Residential Plots,241.76,17500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46533694,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_ghouri_block_vip_location_1_kanal_plot_for_sale-46533694-1776-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector B Residential Plots > Bahria Town - Ghouri Block Residential Plots,604.44,32500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0
Residential Plot 47287916,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_10_marla_plot_good_location_for_sale_in_bahria_town_lahore-47287916-1809-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Johar Block Residential Plots,302.2,15000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47163070,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_extension_block_imc_real_estate_offering_1_kanal_builder_location_plot_for_sale_in_rafi_extension_block_bahria_town_lahore-47163070-12338-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Extension Block Residential Plots,604.44,23500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 47263794,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_1_kanal_all_dues_clear_plot_for_sale_in_nishtar_block_bahria_town_lahore-47263794-1806-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Block Residential Plots,604.44,28000000.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
Residential Plot 46932414,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_imc_real_estate_offering_10_marla_builder_location_plot_for_sale_in_jasmine_block_bahria_town_lahore-46932414-1786-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Jasmine Block Residential Plots,302.2,22500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 47237983,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_10_marla_possession_utility_paid_plot_for_sale_in_ghaznavi_block_bahria_town-47237983-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,302.2,13500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46984120,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_20_marla_tauheed_block_bahria_town_lahore-46984120-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,604.44,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47129928,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghazi_block_10_marla_corner_plot_good_location_for_sale_in_bahria_town_lahore-47129928-12757-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghazi Block Residential Plots,302.2,11000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Commercial Plot 47209368,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_5_commercial_plot_hot_location_for_sale_in_bahria_town_lahore-47209368-8327-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tipu Sultan Block Commercial Plots,151.1,26500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47312696,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_1_kanal_plot_for_sale_in_nargis_block_bahria_town_lahore-47312696-1791-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Block Residential Plots,604.44,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47287900,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_hot_location_plot_for_sale_in_bahria_town_lahore-47287900-1804-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Block Residential Plots,151.1,11800000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47143879,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_extension_12_marla_plot_in_bahria_town_lahore_at_sector_c_nargis_extension_block_bahria_town_-_nargis_extension_bahria_town_-_sector_c_bahria_town_lahore_punjab-47143879-9839-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Extension Residential Plots,362.64,8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47167444,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_imc_real_estate_offering_10_marla_builder_location_possesion_utility_mb_paidplot_for_sale_in_ghaznavi_ext_block_bahria_town_lahore-47167444-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,302.2,11500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 46801052,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_10_marla_possession_utility_charges_paid_plot_for_sale_in_tipu_block_bahria_town_lahore-46801052-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,302.2,10500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47184062,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_5_commercial_plot_hot_location_for_sale_in_bahria_town_lahore-47184062-8327-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tipu Sultan Block Commercial Plots,151.1,25000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0
Residential Plot 47211982,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_extension_10_marla_plot_for_sale_in_hussain_block_sector_c_bahria_town_lahore-47211982-9839-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Nargis Extension Residential Plots,302.2,8000000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 46628021,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_possession_utility_paid_main_boulevard_plot_for_sale_in_jinnah_block_bahria_town_lahore-46628021-1804-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Block Residential Plots,151.1,13000000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 43250912,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_10_marla_residential_plot_for_sale_in_tauheed_block_bahria_town_lahore-43250912-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,302.2,7590000.000000001,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0.0
Residential Plot 46946572,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_5_marla_plot_for_sale_in_sector_f_tauheed_block_bahria_town_lahore-46946572-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,151.1,5200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47246210,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_highly-desirable_5_marla_commercial_plot_available_in_bahria_town_-_tauheed_block-47246210-11864-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector F Commercial Plots > Bahria Town - Tauheed Block Commercial Plots,151.1,13799999.999999998,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0.0
Residential Plot 46850448,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_5_marla_plot_available_for_sale_in_bahria_town_lahore-46850448-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,151.1,7500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 47162543,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_5_marla_possession_utility_paid_plot_for_sale_in_ghaznavi_ext_block_bahria_town-47162543-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,151.1,7200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47341184,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_10_marla_plot_possesion_utility_paid_for_sale_in_sector_f_ghaznavi_block_bahria_town_lahore-47341184-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,302.2,17000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47108994,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_tulip_block_10_marla_residential_plot_in_bahria_town_-_tulip_block_is_available-47108994-1789-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Tulip Block Residential Plots,302.2,17800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47254966,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_residential_plot_for_sale_in_bahria_town_-_jasmine_block-47254966-1786-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Jasmine Block Residential Plots,302.2,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46697491,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_1_kanal_plot_for_sale_in_tipu_sultan_block-46697491-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,34500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47318631,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_2_10_marla_plot_for_sale_near_ring_road_in_golf_residencia_phase_2_bahria_town_lahore-47318631-13642-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 2 Residential Plots,302.2,7300000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0.0
Commercial Plot 46740471,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_2_5_marla_commercial_plot_hot_location_for_sale_in_bahria_town_lahore-46740471-13642-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Golf View Residencia Commercial Plots > Golf View Residencia - Phase 2 Commercial Plots,151.1,18500000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1.0
Residential Plot 46964639,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_executive_lodges_44_marla_residential_plot_on_main_boulevard-46964639-1773-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector B Residential Plots > Bahria Town - Executive Lodges Residential Plots,1329.7680000000005,75000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47200549,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghazi_block_10_marla_residential_plot_for_sale_in_sector_f_ghazi_block_bahria_town_lahore-47200549-12757-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghazi Block Residential Plots,302.2,8500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0.0
Residential Plot 46849783,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_extension_block_5_marla_possession_utility_paid_plot_for_sale_in_nishter_ext_block_bahria_town-46849783-14414-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Extension Block Residential Plots,151.1,8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47138112,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_1_kanal_plot_for_sale_in_nishtar_block_bahria_town_lahore-47138112-1806-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Block Residential Plots,604.44,27500000.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
Residential Plot 47344705,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_10_marla_possession_utility_paid_plot_for_sale_in_golf_view_residencia_phase_1_bahria_town_lahore-47344705-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,302.2,12000000.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
